"filename","created_at","taxon","taxon_original","method","habit","root_system","height_min","height_low","height_high","height_max","height_unit","inflorescence_type","inflorescence_shape","inflorescence_length_min","inflorescence_length_low","inflorescence_length_high","inflorescence_length_max","inflorescence_length_unit","inflorescence_width_min","inflorescence_width_low","inflorescence_width_high","inflorescence_width_max","inflorescence_width_unit","inflorescence_peduncle_length_min","inflorescence_peduncle_length_low","inflorescence_peduncle_length_high","inflorescence_peduncle_length_max","inflorescence_peduncle_length_unit","flower_merosity","pedicel_length_min","pedicel_length_low","pedicel_length_high","pedicel_length_max","pedicel_length_unit","pedicel_width_min","pedicel_width_low","pedicel_width_high","pedicel_width_max","pedicel_width_unit","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","calyx_length_min","calyx_length_low","calyx_length_high","calyx_length_max","calyx_length_unit","calyx_lobe_length_min","calyx_lobe_length_low","calyx_lobe_length_high","calyx_lobe_length_max","calyx_lobe_length_unit.","corolla_length_min","corolla_length_low","corolla_length_high","corolla_length_max","corolla_length_unit","corolla_lobe_length_min","corolla_lobe_length_low","corolla_lobe_length_high","corolla_lobe_length_max","corolla_lobe_length_unit","corolla_lobe_width_min","corolla_lobe_width_low","corolla_lobe_width_high","corolla_lobe_width_max","corolla_lobe_width_unit","stamen_count","filament_length_min","filament_length_low","filament_length_high","filament_length_max","filament_length_unit","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","obs"
"Hughes, C., 1998. Monograph of Leucaena (Leguminosae-Mimosoideae).",NA,"Leucaena_pulverulenta","Leucaena pulverulenta","","tree","",NA,5,18,20,"m","capitula","","",NA,NA,NA,"",NA,15,20,NA,"",NA,25,35,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.3,1.6,NA,"",NA,NA,"",NA,"",NA,3.8,4.1,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",NA,5.5,6.3,NA,"","pale cream-white","","","","","","",NA
"Hughes, C., 1998. Monograph of Leucaena (Leguminosae-Mimosoideae).",NA,"Leucaena_retusa","Leucaena retusa","","tree","",NA,2,5,8,"m","capitula","","",NA,NA,NA,"",NA,20,25,NA,"",NA,25,90,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,4.2,4.5,NA,"",NA,NA,"",NA,"",NA,5.4,6.6,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",NA,12,13.5,NA,"","bright yellow","","","","","","",NA
"Hughes, C., 1998. Monograph of Leucaena (Leguminosae-Mimosoideae).",NA,"Leucaena_trichodes","Leucaena trichodes","","tree, shrub","",1,3,10,15,"m","capitula","","",NA,NA,NA,"",NA,8,12,NA,"",6,10,18,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.3,2.6,NA,"",NA,NA,"",NA,"",NA,2.3,3.3,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",NA,4,6.3,NA,"","creamy white","","","","","","",NA
"Barneby, R.C. and Grimes, J., 1996. Silk tree, guanacaste, monkey's earring: a generic system of the synandrous Mimosaceae of the Americas. Part I. Abarema, Albizia, and allies. Memoirs of the New York Botanical Garden, 74(1).",NA,"Lysiloma_watsonii","Lysiloma watsonii","","tree","",NA,NA,NA,NA,"","capituliform, suborbicular","","3-8",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"Mimosa_antioquensis","Mimosa antioquensis","","shrubs","",NA,2,8,NA,"m","capitula","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,10,14,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,0.4,1,NA,"",NA,NA,"",NA,"",NA,1.9,2.7,NA,"",NA,0.6,0.9,NA,"",NA,0.2,0.4,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"Mimosa_brevispicata","Mimosa brevispicata","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Barneby, R.C., 1991. Sensitivae Censitae: a description of the genus Mimosa Linnaeus (Mimosaceae) in the New World (Vol. 65).",NA,"Mimosa_paludosa","Mimosa paludosa","","shrubs, treelets","",NA,1.5,5,NA,"","capitula","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,15,35,60,"","4",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.3,2.7,NA,"",NA,NA,"",NA,"",NA,2.5,3,5.4,"",0.8,0.9,1.4,NA,"",NA,NA,NA,NA,"","8",NA,6.5,14.5,NA,"","pink","","","","","","",NA
"Windler, D. R. (1966). A revision of the genus Neptunia (Leguminosae). Australian Journal of Botany, 14(3), 379-420.",NA,"Neptunia_lutea","Neptunia lutea","","herb","",NA,2.4,NA,NA,"","pedunculate spike, cylindrical","","9-20",NA,NA,NA,"",NA,NA,NA,NA,"",NA,23,125,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.2,2.5,NA,"",NA,0.4,"0.8",NA,"",NA,2.1,4,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",NA,6.1,8.5,10,"","yellow","yes","","","","","",NA
"Brenan, J.P.M. (1970). Flora Zambesiaca 3(1): 1-153. Royal Botanic Gardens, Kew.",NA,"Newtonia_buchananii","Newtonia buchananii","","tree","",NA,10,40,NA,"","spike","","35-190",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","yes","","","","","",NA
"Brenan, J.P.M. (1970). Flora Zambesiaca 3(1): 1-153. Royal Botanic Gardens, Kew.",NA,"Newtonia_hildebrandtii","Newtonia hildebrandtii","","tree","",NA,25,NA,NA,"","spikes","","40-90",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","no","","","","","",NA
"Fl. Congo Belge 3: 214 (1952)",NA,"Newtonia_leucocarpa","Newtonia leucocarpa","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"de Lima, M. P. M., & de Lima, H. C. (1984). Parapiptadenia Brenam (Leguminosae-Mimosoideae)—Estudo taxonômico das espécies brasileiras. Rodriguésia, 23-30.",NA,"Parapiptadenia_excelsa","Parapiptadenia excelsa","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.",NA,"Pararchidendron_pruinosum","Pararchidendron pruinosum","","tree, shrub","",NA,6,30,NA,"","consisting of axillary pedunculate corymbs","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,40,90,NA,"","5",NA,4,5,NA,"",NA,NA,NA,NA,"","","","","","",NA,1,2,NA,"",NA,0.1,"1.5",NA,"",NA,5.2,7,NA,"",NA,0.5,1,2,"",NA,NA,NA,NA,"","numerous",12,NA,NA,NA,"","white, cream","","","","","","",NA
"Hopkins, H.C., 1986. Parkia (Leguminosae: Mimosoideae). Flora Neotropica, pp.1-123.",NA,"Parkia_discolor","Parkia discolor","","tree","",15,NA,NA,NA,"","capitula, biglobos with basal staminoidal fringe, apically obovoid,","","40-120",NA,NA,NA,"",NA,NA,NA,NA,"",NA,40,120,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,5,9,NA,"",NA,NA,"0.5",NA,"",NA,6,10.5,NA,"",NA,0.5,1,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Hopkins, H.C., 1986. Parkia (Leguminosae: Mimosoideae). Flora Neotropica, pp.1-123.",NA,"Parkia_filicoidea","Parkia filicoidea","","tree","",NA,8,30,NA,"","","","≤80",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Hopkins, H.C., 1986. Parkia (Leguminosae: Mimosoideae). Flora Neotropica, pp.1-123.",NA,"Parkia_nitida","Parkia nitida","","tree","",NA,40,NA,NA,"","capitula, biglobos with basal staminoidal fringe, apical parts ellipsoid, apical parts obovoid","","700",NA,NA,NA,"",NA,NA,NA,NA,"",NA,25,160,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,5.5,15,NA,"",NA,0.5,"1.5",NA,"",NA,6.5,16,NA,"",NA,0.5,3.5,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Hopkins, H.C., 1986. Parkia (Leguminosae: Mimosoideae). Flora Neotropica, pp.1-123.",NA,"Parkia_platycephala","Parkia platycephala","","tree","",NA,NA,18,NA,"","capitula","","≤ 500",NA,NA,NA,"",NA,NA,NA,NA,"",NA,150,350,500,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,8,10,NA,"",NA,1.5,"2",NA,"",NA,9,13,NA,"",NA,4.5,8,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Hopkins, H.C., 1986. Parkia (Leguminosae: Mimosoideae). Flora Neotropica, pp.1-123.",NA,"Parkia_ulei","Parkia ulei","","tree","",NA,NA,NA,NA,"","capitula","","≤ 300-450",NA,NA,NA,"",NA,NA,NA,NA,"",NA,4,10,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,2.5,4,NA,"",NA,NA,"0.5",NA,"",NA,3,5,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"",NA,"Pentaclethra_macrophylla","Pentaclethra macrophylla","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do g‚àö‚Ñ¢nero Piptadenia Benth.",NA,"Piptadenia_buchtienii","Piptadenia buchtienii","","tree, shrub","",NA,4,10,NA,"","mostly in terminal and axillary pseudoracemes, rarely spikes on leaf axils","","4-7",NA,NA,NA,"",NA,7,12,NA,"",NA,7,12,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,0.8,1.3,NA,"",NA,0.1,"0.2",NA,"",NA,1.8,2.4,NA,"",NA,0.8,2.2,NA,"",NA,NA,NA,NA,"","",NA,4,6,NA,"","red to vinaceous","yes","","","","","",NA
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do g‚àö‚Ñ¢nero Piptadenia Benth.",NA,"Piptadenia_retusa","Piptadenia flava","","shrub, tree","",NA,1.5,3,NA,"","spikes","spikes in pseudoracemes","40-62",NA,NA,NA,"",NA,6,7,NA,"",NA,6,8,NA,"","",NA,0.05,0.15,NA,"",NA,NA,NA,NA,"","","","","","",NA,1,1.2,NA,"",NA,0.1,"0.2",NA,"",NA,2.6,3,NA,"",NA,1.6,2,NA,"",NA,NA,NA,NA,"","",NA,4.8,5.3,NA,"","cream-colored, greenish-yellow, pinkish-red","yes","","","","","",NA
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do g‚àö‚Ñ¢nero Piptadenia Benth.",NA,"Piptadenia_adiantoides","Piptadenia fruticosa","","liana, shrub","",NA,2,16,NA,"","spikes","spikes in pseudoracemes","49-130",NA,NA,NA,"",NA,6,7,9,"",NA,9,18,NA,"","",NA,0.1,0.3,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.6,2,NA,"",NA,0.1,"0.2",NA,"",NA,3.2,5,NA,"",NA,1.5,2,NA,"",NA,NA,NA,NA,"","",NA,4.6,6.3,NA,"","cream-colored, greenish-yellow, rarely light pink, red, vinaceous","yes","","","","","",NA
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do g‚àö‚Ñ¢nero Piptadenia Benth.",NA,"Piptadenia_gonoacantha","Piptadenia gonoacantha","","tree","",NA,3,20,NA,"","terminal pseudoracemes, axillary spikes","","58-110",NA,NA,NA,"",NA,6,13,NA,"",NA,3,7,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,0.5,0.7,NA,"",NA,0.1,"0.2",NA,"",NA,2,2.2,NA,"",NA,1.3,1.5,NA,"",NA,NA,NA,NA,"","",NA,3,3.5,NA,"","white, yellowish-cream, rarely light pink","yes","","","","","",NA
"",NA,"Pityrocarpa_moniliformis","Piptadenia moniliformis","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"",NA,"Pityrocarpa_obliqua","Piptadenia obliqua","","shrubs, trees","",NA,1.5,5,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,1.1,1.3,NA,"",NA,NA,"",NA,"",NA,2.3,3,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,5,7,NA,"","greenish-white","","","","","","",NA
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do g‚àö‚Ñ¢nero Piptadenia Benth.",NA,"Piptadenia_paniculata","Piptadenia paniculata","","tree","",NA,6,20,NA,"","mostly in terminal panicles, mostly in terminal pseudoracemes, spike","","51-53",NA,NA,NA,"",NA,7,8,NA,"",NA,6,10,NA,"","",NA,0.1,0.3,NA,"",NA,NA,NA,NA,"","","","","","",NA,0.4,0.6,NA,"",NA,0.1,"0.2",NA,"",NA,1.8,2,NA,"",NA,1.3,1.5,NA,"",NA,NA,NA,NA,"","",NA,4,5,NA,"","greenish-yellow","yes","","","","","",NA
"Ribeiro, P.g., 2017. Filogenia molecular do grupo Piptadenia (Leguminosae, Caesalpinioideae, Clado Mimosoide) e taxonomia do g‚àö‚Ñ¢nero Piptadenia Benth.",NA,"Piptadenia_robusta","Piptadenia robusta","","tree","",NA,20,NA,NA,"","axillary pseudoracemes, spike","","60-120",NA,NA,NA,"",NA,8,13,NA,"",NA,5,12,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,0.5,1.2,NA,"",NA,0.1,"0.2",NA,"",NA,1.8,3.1,NA,"",NA,1.7,2.9,NA,"",NA,NA,NA,NA,"","",NA,4,6,NA,"","white, red, vinaceous","yes","","","","","",NA
"",NA,"Piptadeniastrum_africanum","Piptadeniastrum africanum","","tree","",NA,50,NA,NA,"","spiciform racemes","","40-110",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"",NA,"Piptadeniopsis_lomentifera","Piptadeniopsis lomentifera","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Barneby, R.C. and Grimes, J., 1997. Silk tree, Monkey's earring: A generic system for the synandrous Mimosaceae of the Americas. Part II. Pithecellobium, Cojoba and Zygia. Mem. New York Bot. Gard, 74, pp.1-149.",NA,"Painteria_elachistophylla","Pithecellobium elachistophyllum","","shrubs","",NA,NA,NA,NA,"","capitula","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,3,7,"","4-5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,0.9,1.5,NA,"",NA,0.1,"0.35",NA,"",NA,3.6,5.8,NA,"",NA,1,1.8,NA,"",NA,0.7,1.2,NA,"","28",NA,9,12,NA,"","","","","","","","",NA
"Queiroz 2009 Leguminosas da Caatinga",NA,"Pityrocarpa_moniliformis","Pityrocarpa moniliformis","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"",NA,"Pityrocarpa_obliqua","Pityrocarpa obliqua","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Warwick, M. C., & Lewis, G. P. (2003). Revision of Plathymenia (Leguminosae‚Äö√Ñ√¨Mimosoideae). Edinburgh Journal of Botany, 60(2), 111-119.",NA,"Plathymenia_reticulata","Plathymenia reticulata","","tree","",NA,12,40,NA,"","axillary, racemose, erect","","65-110",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","5",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,2,4,NA,"",NA,NA,"",NA,"",NA,3,4.5,NA,"",NA,0.9,1.2,NA,"",NA,NA,NA,NA,"","10",NA,5,7,NA,"","white","yes","","","","","",NA
"BURKART, A. (1964). Leguminosas nuevas o críticas, VI. Darwiniana, 13(2/4), 428-448.",NA,"Prosopidastrum_mexicanum","Prosopidastrum mexicanum","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.",NA,"Prosopis_farcta","Prosopis farcta","","shrubs, subshrubs, sometimes shrub-trees","",NA,0.3,3,NA,"","racemes simple, elongate","","40-120",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",1,NA,NA,NA,"",NA,NA,"",NA,"",NA,3.5,4,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,4,5,NA,"","","yes","","","","","",NA
"Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.",NA,"Neltuma_flexuosa","Prosopis flexuosa","","trees, large erect polypodial shrubs","",NA,3,10,NA,"","racemes, spiciform","","40-140",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.",NA,"Neltuma_laevigata","Prosopis laevigata","","tree","",NA,6,7,NA,"","racemes, spiciform","","40-100",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",1,NA,NA,NA,"",NA,NA,"",NA,"",NA,3,4,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.",NA,"Neltuma_ruscifolia","Prosopis ruscifolia","","tree","",NA,5,12,NA,"","racemes, spikelike","","80-150",NA,NA,NA,"",NA,NA,NA,NA,"",15,NA,NA,NA,"","",NA,1,2.2,NA,"",NA,NA,NA,NA,"","","","","","",NA,1,1.5,NA,"",NA,NA,"",NA,"",NA,3,4,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,5,7,NA,"","","","","","","","",NA
"Burkart, A. (1976). A monograph of the genus Prosopis (Leguminosae subfam. Mimosoideae). Journal of the Arnold arboretum, 450-525.",NA,"Strombocarpa_tamarugo","Prosopis tamarugo","","tree","",NA,18,NA,NA,"","spikes","spikes axillary","35-65",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",1.5,NA,NA,NA,"",NA,NA,"",NA,"",NA,4,5,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Lewis GP, Lima MPM (1991) Pseudopiptadenia Rauschert no Brasil (Leguminosae- Mimosoideae). Arquivos do Jardim Bot‚àö¬¢nico do Rio de Janeiro 30: 43‚Äö√Ñ√¨67",NA,"Marlimorimia_psilostachya","Pseudopiptadenia psilostachya","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Lewis GP, Lima MPM (1991) Pseudopiptadenia Rauschert no Brasil (Leguminosae- Mimosoideae). Arquivos do Jardim Bot‚àö¬¢nico do Rio de Janeiro 30: 43‚Äö√Ñ√¨68",NA,"Pityrocarpa_schumanniana","Pseudopiptadenia schumanniana","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Brenan, J. P. M. (1959). Mimosoideae. In: Fl. Trop. East Africa. Hubbard & Milne-Redhead ou https://www.biodiversitylibrary.org/item/714#page/469/mode/1up",NA,"Pseudoprosopis_fischeri","Pseudoprosopis fischeri","","shrub, tree","",NA,3,6,NA,"","","","(20)40-130",NA,NA,NA,"",NA,NA,NA,NA,"",NA,3,10,NA,"","",NA,1.5,5,7,"",NA,NA,NA,NA,"","","","","","",NA,1,1.5,NA,"",NA,NA,"",NA,"",NA,3.5,5,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,5,8,NA,"","","","","","","","",NA
"Rico-Arce, L. 2007. American species of Acacia. Conabio.",NA,"Pseudosenegalia_feddeana","Senegalia feddeana","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Rico-Arce, L. 2007. American species of Acacia. Conabio.",NA,"Senegalia_gilliesii","Senegalia gilliesii","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Barros, M. J. F., & Morim, M. P. (2014). Senegalia (Leguminosae, Mimosoideae) from the Atlantic Domain, Brazil. Systematic Botany, 39(2), 452-477.",NA,"Parasenegalia_miersii","Senegalia miersii","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
"Cialdella, A. M. (1984). El género Acacia (Leguminosae) en la Argentina. Darwiniana, 59-111.",NA,"Senegalia_praecox","Senegalia praecox","","","",NA,NA,NA,NA,"","","","",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","","","","","","","",NA
