"species","Priority","Trait.reference","Link.to.reference","Trait.extraction.method","OBS","Habit","Height (m)","Leaf duration (evergreen/deciduous [usually not mentioned in the description])","Brachyblast presence [a proxy for leaf duration; sometimes described as ""short shoot""]","Prickles presence (are corky projections from a plant's skin, or dermal tissue.)","Stipular spines presence","stipule spine length(mm)","stipule spine width (mm)","stipule length (mm)","stipule width (mm)","Leaf length (mm)","Petiole length (mm)","Petiole extra-floral nectary presence","Rachis length (mm)","Rachis extra-floral nectary presence","Number of pinnae pairs (integer)","Pinnae length (mm)","Pinnae rachis length (mm)","Pinna extra-floral nectary presence","Number of leaflet pairs (integer)","Leaflet length (mm)","Leaflet width (mm)","Leaflet shape (text)","Leaflet base shape (text)","Leaflet apex shape (text)","Extrafloral nectary (in general)","Peduncle length (mm)","Pedicel (mm)","Inflorescence length (mm)","Infloresence main rachis length (mm)","Inflorescence width (mm)","Inflorescence shape (text)","Inflorescence arrangement / synflorescence (text)","Calyx merism (integer [sometimes not available when minute and gamosepalous])","Calyx length (mm)","Calyx lobe length (mm)","Calyx lobe width (mm)","Corolla merism (integer)","Corolla length (mm)","Corolla lobe length (mm)","Corolla lobe width (mm)","Flower color","Corolla color (text)","Number of stamens (integer)","Stamen/fillament length (mm)","Stamen color","Anther length (mm)","Anther width (mm)","Anther color","Anther gland presence","Nectary presence","Ovary length (mm)","Ovary width (mm)","Style length (mm)","Stigma shape","Fruit type (text)","Fruit length (mm)","Fruit width (mm)","Fruit thickness (mm)","Fruit shape (text)","Fruit base shape (text)","Fruit apex shape (text)","Fruit color","Number of Seeds","Seed length (mm)","Seed width (mm)","Seed thickness (mm)","Seed shape","Seed color (text)","Source used","traits scored specifically for this species","Varieties present (scored before the use of phylogeny highlighted orange)","refercence notes"
"Albizia_glaberrima","Low",NA,NA,NA,NA,"tree","9-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-3(-4)",NA,NA,NA,"3-6(-8)","18-70(-90)","9-33(-40)","obliquely rhombic-ovate, rarely rhombic-obovate, slightly falcate-oblong, asymmetrically elliptic",NA,"obtuse",NA,NA,"1.5-7",NA,NA,NA,NA,NA,NA,"1.5-2.5(-3)",NA,NA,NA,"3-5.5",NA,NA,"white, whitish",NA,NA,"6-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","120-260","30-42",NA,NA,NA,NA,"usually brown",NA,"9-11","6-7",NA,"flattened",NA,"https://plants.jstor.org/compilation/albizia.glaberrima","yes",NA,NA
"Albizia_grandibracteata","Low",NA,NA,NA,NA,"tree","6-30","deciduous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(1-)2-3",NA,NA,NA,"3-6","29-72(-100)","16-32(-42)","obliquely rhombic, obovate","not auricled, scarcely auricled","acute, sometimes subacute",NA,"7-18","0.25-0.75",NA,NA,NA,NA,NA,NA,"3-5",NA,NA,NA,"7-10",NA,NA,NA,"pink, white",NA,NA,"pink, red",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","70-150","15-30",NA,"oblong",NA,NA,NA,NA,"8-11","6.5-8",NA,"flattened",NA,"https://plants.jstor.org/compilation/Albizia.grandibracteata","yes",NA,NA
"Albizia_greveana","Low","Du Puy, D.J., Labat, N.-N., Rabevohitra, R., Villiers, J.-F., Bosser, J. & Moat, J. (2002). The Leguminosae of Madagascar: 1-737. Royal Botanic Gardens, Kew.","https://www.dropbox.com/scl/fi/7mex6eu31wfg3j3my249g/duPuy_etal-2002-Albizia.pdf?rlkey=6gog1zx83cotv2oef09ig44n0&dl=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pseudosamanea_guachapele","Low","Sushil has a copy (downloaded a paper that describes the Pseudosamanea guachapele (kunth) Harms which is a synonym",NA,NA,NA,"tree","20-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-(4-5)-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pedunculate, umbellate",NA,"5","6-7",NA,NA,"5","9-10",NA,NA,"white, creamy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","150-200","25-35",NA,"thin, flat, widely oblong-linear",NA,NA,NA,"12-13","8-9","4.5-5.5",NA,"ovate, laterally compressed","whitish","same","yes",NA,NA
"Albizia_gummifera","Low",NA,NA,NA,NA,"tree","≤30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-7(-8)",NA,NA,NA,"9-16","10-20(-25)","4-8(-13)","obliquely rhombic-quadrate, rhombic-subfalcate",NA,"obtuse, acute",NA,"6-7","0.25-0.75(-1)",NA,NA,NA,NA,NA,NA,"2.5-5",NA,NA,NA,"6.5-12",NA,NA,NA,NA,NA,NA,"white, crimson",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","(80-)100-210","20-34(-40)",NA,"oblong, flat",NA,NA,"pale brown, reddish-brown, purplish",NA,"9-12","10",NA,"flattened",NA,"https://plants.jstor.org/compilation/albizia.gummifera","yes",NA,NA
"Albizia_harveyi","Low",NA,NA,NA,NA,"tree","≤15","deciduous",NA,NA,NA,NA,NA,NA,NA,NA,"8-30",NA,"24-90(150)",NA,"6-22",NA,NA,NA,"(6-)12-28","2-6","0.5-1.5","falcate",NA,"asymmetric, acute",NA,"15-40",NA,NA,NA,NA,"pedunculate","globose",NA,NA,NA,NA,NA,NA,NA,NA,"creamy-white",NA,NA,"≤20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","≤180",NA,NA,"flattened, narrow",NA,NA,"brown",NA,NA,NA,NA,NA,NA,"https://plants.jstor.org/compilation/albizia.harveyi","yes",NA,NA
"Albizia_kalkora","Low","Wu, Z. & Raven, P.H. (eds.) (2010). Flora of China 10: 1-642. Science Press (Beijing) & Missouri Botanical Garden Press (St. Louis).",NA,NA,"Kew?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albizia_kostermansii","Low","Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.","https://www.dropbox.com/s/2hsx9hy2vv0i7m8/Nielsen-1992-Flora%20Malesiana%20Leguminosae%20Mimosoideae.pdf?dl=8","manual",NA,"tree","30",NA,NA,NA,NA,NA,NA,"4-7","1.4-2.1",NA,NA,"yes","150-270",NA,"16-25","27-80",NA,NA,"17-47","(2.5) 4-6","0.8-1.3",NA,"strongly asymmetrically truncate","acute","yes","(10) 15-17 25",NA,NA,NA,NA,"pedunculate glomerules","pedunculate glomerules aggregated into terminal, shortly, tomentose panicles","5","1.8-2","0.1-0.2",NA,"5","5.5-6.2","1.5-2",NA,"white",NA,NA,"~15",NA,NA,NA,NA,NA,NA,"~2",NA,NA,NA,"pod","105","19",NA,"flat, straight, oblong",NA,NA,"dark brown",NA,"5.3","3","1","(elliptic) oblong, flattened","brown","same","yes",NA,"found"
"Albizia_lebbekoides","Low","Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.","https://www.dropbox.com/s/2hsx9hy2vv0i7m8/Nielsen-1992-Flora%20Malesiana%20Leguminosae%20Mimosoideae.pdf?dl=9","manual",NA,"tree","≤ 32",NA,NA,NA,NA,NA,NA,"1.5-2",NA,NA,NA,NA,"50-150","yes","(2) 3-7","40-120",NA,"yes","(5) 10-25","7-20 (27)","2.5-6 (14)","asymmetrically (elliptic) oblong, lanceolate, subfalcate","obliquely half rounded, half cuneate","rounded, acute","yes","10-30",NA,NA,NA,NA,"pedunculate glomerules","pedunculate glomerules aggregated into terminal and axillary puberulous to shortly tomentose panicles","5","1-1.5","~0.25",NA,"5","4-5","~1",NA,NA,"pale green",NA,"~6","white",NA,NA,NA,NA,NA,"1-1.5",NA,NA,NA,"pod","85-150","16-20 (28)",NA,"flat, straight, slightly curved, oblong",NA,NA,"dark brown",NA,"~7","~5","~1.5","obovate, suborbicular, flattened",NA,"same","yes",NA,"found"
"Albizia_mahalao","Low","Du Puy, D.J., Labat, N.-N., Rabevohitra, R., Villiers, J.-F., Bosser, J. & Moat, J. (2002). The Leguminosae of Madagascar: 1-737. Royal Botanic Gardens, Kew.","https://www.dropbox.com/scl/fi/7mex6eu31wfg3j3my249g/duPuy_etal-2002-Albizia.pdf?rlkey=6gog1zx83cotv2oef09ig44n0&dl=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albizia_mainaea","Low",NA,NA,NA,NA,"tree","≤15",NA,NA,NA,NA,NA,NA,"≤4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-14","4-23","3-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"racemes","pedunculate globose heads",NA,"4",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,"white, rose, purple",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","80-150","~25",NA,"elliptic-oblong",NA,NA,NA,NA,NA,NA,NA,"broadly oblong",NA,"https://botany.cz/en/albizia-mainaea/","yes",NA,NA
"Albizia_malacophylla","Low",NA,NA,NA,NA,"tree","≤6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-8",NA,NA,NA,"4-15","10-35(-40)","4-22(-30)","±obliquely oblong-elliptic, obovate-elliptic, sometimes nearly oblong",NA,"rounded, mucronulate, slightly emarginate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-5",NA,NA,NA,"5-7",NA,NA,NA,NA,NA,"20-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","100-210","20-40",NA,"oblong",NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://plants.jstor.org/compilation/albizia.malacophylla","yes",NA,NA
"Albizia_masikororum","Low","Du Puy, D.J., Labat, N.-N., Rabevohitra, R., Villiers, J.-F., Bosser, J. & Moat, J. (2002). The Leguminosae of Madagascar: 1-737. Royal Botanic Gardens, Kew.","https://www.dropbox.com/scl/fi/7mex6eu31wfg3j3my249g/duPuy_etal-2002-Albizia.pdf?rlkey=6gog1zx83cotv2oef09ig44n0&dl=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albizia_myriophylla","Low","Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.","https://www.dropbox.com/s/2hsx9hy2vv0i7m8/Nielsen-1992-Flora%20Malesiana%20Leguminosae%20Mimosoideae.pdf?dl=10","manual",NA,"shrub, climber",NA,NA,NA,"yes",NA,NA,NA,"2-3",NA,NA,NA,"yes","100-150","yes","8-20","35-55",NA,"yes","25-60","4-8","0.8-2","narrowly oblong, linear","asymmetrically truncate","rounded, broadly acute","yes","≤ 15",NA,NA,NA,NA,"pedunculate glomerules","pedunculate glomerules aggregated into terminal, tomentose panicles","5","~0.75","~0.25",NA,"5","3.5-5.5","1-2",NA,NA,NA,NA,NA,"white",NA,NA,NA,NA,NA,"~1",NA,NA,NA,"pod","~140","~25",NA,"oblong, flat",NA,NA,"yellowish, brownish",NA,"6.5","5","1.5","orbicular, obovate, slightly biconvex",NA,"same","yes",NA,NA
"Hydrochorea_obliquifoliolata","Low",NA,NA,NA,NA,"tree","≤30",NA,NA,NA,NA,NA,NA,"2-3",NA,NA,"(15-)20-35(-45)","yes",NA,NA,"(1-)2(-3)",NA,NA,NA,"(3-)5-7(-8)","(14-)22-48(-55)","(6-)11-18(-25)","rhomboid, often distinctly curved towards pinna apices, asymmetrically elliptic","asymmetrically obtuse, slightly oblique, oblique","rounded, shallowly emarginate, emarginate, sometimes mucronulate","yes","40-80(-120)","2-6",NA,NA,NA,"capitula","umbelliform capitula","5","~3-5","0.5","0.5","5","~5-9","2-3","2",NA,"green, greenish white","20-30","~21-25","white, pale green",NA,NA,"pale yellowish green",NA,NA,"~3",NA,NA,NA,"pod","(37-)55-96","12-14",NA,"falcate, weakly articulated","often tapering inot a stipe",NA,"dark brown, black","(3-)6-12","~6.5","~4.5","~0.5","elliptic","darker brown","https://phytokeys.pensoft.net/article/82775/","yes",NA,NA
"Albizia_odoratissima","Low",NA,NA,NA,NA,"tree","≤30","deciduous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200-300","yes","2-8","50-130",NA,"yes","14-40","18-25","5-12","oblong","oblique","obtuse, apiculate","yes",NA,NA,NA,NA,NA,NA,NA,NA,"1-1.5",NA,NA,NA,NA,NA,NA,"white",NA,NA,"12-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"terminal","pod","150-200","25-37",NA,"flat, strap-shaped",NA,"rounded, rostrate","reddish-brown, dark brown","6-12",NA,NA,NA,"oblong, orbicular, compressed",NA,"https://indiabiodiversity.org/species/show/245365","yes",NA,NA
"Hydrochorea_pedicellaris","Low",NA,NA,NA,NA,"shrubs, trees",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6-17",NA,NA,NA,"10-33",NA,NA,"rhombic-ovate, rhombic-lanceolate, rhombic-oblong, rhombic-obovate, ovate, elliptic, oblong, lanceolate or oblanceolate",NA,NA,NA,NA,NA,NA,NA,NA,"capitula, racemes","umbelliform capitula, corymbiform racemes","5-8",NA,NA,NA,"5-8","≤7.5",NA,NA,NA,NA,"(10-)12-60(-75)",NA,"white, greenish, roseate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://phytokeys.pensoft.net/article/82775/","yes",NA,NA
"Pseudalbizzia_pistaciifolia","Low","Barneby, R.C. and Grimes, J., 1996. Silk tree, guanacaste, monkey's earring: a generic system of the synandrous Mimosaceae of the Americas. Part I. Abarema, Albizia, and allies. Memoirs of the New York Botanical Garden, 74(1).","https://www.dropbox.com/s/omtdhf8ghyz5gpq/Barneby_and_Grimes-1996-Silk%20Tree%2C%20Guanacaste%2C%20Monkey%27s%20Earring%20-%20Part%20I.pdf?dl=3","automatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albizia_polyphylla","Low","Du Puy, D.J., Labat, N.-N., Rabevohitra, R., Villiers, J.-F., Bosser, J. & Moat, J. (2002). The Leguminosae of Madagascar: 1-737. Royal Botanic Gardens, Kew.","https://www.dropbox.com/scl/fi/7mex6eu31wfg3j3my249g/duPuy_etal-2002-Albizia.pdf?rlkey=6gog1zx83cotv2oef09ig44n0&dl=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samanea_saman","Low","Barneby, R.C. and Grimes, J., 1996. Silk tree, guanacaste, monkey's earring: a generic system of the synandrous Mimosaceae of the Americas. Part I. Abarema, Albizia, and allies. Memoirs of the New York Botanical Garden, 74(1).","https://www.dropbox.com/s/omtdhf8ghyz5gpq/Barneby_and_Grimes-1996-Silk%20Tree%2C%20Guanacaste%2C%20Monkey%27s%20Earring%20-%20Part%20I.pdf?dl=4","automatic",NA,"tree","≤60","evergreen",NA,NA,NA,NA,NA,NA,NA,"250-400",NA,NA,NA,NA,"2-6",NA,NA,"yes","6-16",NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pinkish-green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","200-300",NA,NA,"flat",NA,NA,"black","several","~10",NA,NA,"oblong","reddish-brown","https://ntbg.org/database/plants/detail/samanea-saman","yes",NA,NA
"Albizia_saponaria","Low","Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.","https://www.dropbox.com/s/2hsx9hy2vv0i7m8/Nielsen-1992-Flora%20Malesiana%20Leguminosae%20Mimosoideae.pdf?dl=11","manual",NA,"tree","≤ 15-30 (42.5)",NA,NA,NA,NA,NA,NA,"3.5-10","0.8-3",NA,NA,NA,"(25) 50-145 (190)","yes","1-2 (3)","8-115",NA,NA,"1-3(4)","(10) 24-115 (140)","(13) 23-105","ovate (elliptic), broadly obovate, ± unequal-sided","broadly cuneate, rounded","obtuse, rounded, acuminate, rarely mucronulate","yes","≤ 30",NA,NA,NA,NA,"pedunculate glomerules","pedunculate glomerules aggregated into terminal, puberulose or tomentellous panicles","5","(1) 1.5-2.5","0.2 (0.5)",NA,"5","(4.5) 5-6 (7.1)","1.5-2.5",NA,"creamy-yellow",NA,NA,NA,"creamy-white",NA,NA,NA,NA,NA,"~1-2",NA,NA,NA,"pod","110-220","(25) 35-50",NA,"oblong, flattened",NA,NA,"reddish brown, grey-brown",NA,"7-10","4-6","~1","elliptic, ovate-elliptic, flattened","brownish","same","yes",NA,NA
"Albizia_schimperiana","Low",NA,NA,NA,NA,"tree","5-23(-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-7",NA,NA,NA,"6-21(-23)","7-21(-30)","3.5-8.5(-16)","obliquely oblong, rhombic, falcate-oblong",NA,"acute, rounded, mucronulate",NA,NA,"2-6",NA,NA,NA,"pedicellate",NA,NA,"1.5-2.5",NA,NA,NA,"4-7.5",NA,NA,"white, pale yellow",NA,NA,"7-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","180-340","(20-)28-59",NA,"oblong",NA,NA,"brown",NA,"9-11","6.5-8",NA,"flattened",NA,"https://plants.jstor.org/compilation/albizia.schimperiana","yes",NA,NA
"Albizia_splendens","Low","Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.","https://www.dropbox.com/s/2hsx9hy2vv0i7m8/Nielsen-1992-Flora%20Malesiana%20Leguminosae%20Mimosoideae.pdf?dl=12","manual",NA,"tree","≤ 30 (50)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-30","yes",NA,NA,"1","20-65",NA,"yes","1-3","55-110 (170)","35-55 (110)","unequal-sided, ovate, elliptic, ovate-elliptic","± asymmetrically cuneate, rounded","obtusely acuminate","yes","≤ 20",NA,NA,NA,NA,"pedunculate glomerules",NA,"5","2-2.5","0.2",NA,"5","6-8","2.5-3",NA,NA,"greenish white",NA,NA,"white",NA,NA,NA,NA,NA,"~3",NA,NA,NA,"pod","180-300","35-50",NA,"straight, slightly curved, often slightly twisted, flat, sometimes slightly constricted between the seeds",NA,NA,"black, blacklish brown",NA,"13-16","10-14","4-5.5","often irregular, ovoid, broadly ellipsoid (obovoid), biconvex","brown","same","yes",NA,NA
"Albizia_tanganyicensis","Low",NA,NA,NA,NA,"tree","9-20","deciduous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-7",NA,NA,NA,"7-13","11-55",NA,"slightly asymmetric, obovate-elliptic, ovate-oblong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7-11",NA,NA,NA,"pale green",NA,"15-40","white, greenish",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","100-350",NA,NA,"oblong",NA,NA,"more or less glossy brown",NA,NA,NA,NA,NA,NA,"https://www.zambiaflora.com/speciesdata/species.php?species_id=125720","yes",NA,NA
"Albizia_tulearensis","Low","Du Puy, D.J., Labat, N.-N., Rabevohitra, R., Villiers, J.-F., Bosser, J. & Moat, J. (2002). The Leguminosae of Madagascar: 1-737. Royal Botanic Gardens, Kew.","https://www.dropbox.com/scl/fi/7mex6eu31wfg3j3my249g/duPuy_etal-2002-Albizia.pdf?rlkey=6gog1zx83cotv2oef09ig44n0&dl=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albizia_versicolor","Low",NA,NA,NA,NA,"tree","≤18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30-75","yes","0-180",NA,"1-3(-5)",NA,NA,"yes","2-5(-6)","15-67","(10-)15-45","broadly obovate, obliquely obovate, obovate-oblong, suborbicular",NA,"rounded, often mucronate, sometimes subacute, emarginate","yes","20-60",NA,NA,NA,NA,NA,NA,NA,"4.5-7",NA,NA,NA,"7-12",NA,NA,"creamy-white",NA,NA,"25-40",NA,NA,NA,NA,NA,NA,"~3",NA,NA,NA,"pod","80-220","(22-)30-55",NA,"oblong",NA,NA,"chestnut-brown, reddish-brown, purplish",NA,"9-13","8-11",NA,"flattened",NA,"https://plants.jstor.org/compilation/albizia.versicolor","yes",NA,NA
"Albizia_viridis","Low","Du Puy, D.J., Labat, N.-N., Rabevohitra, R., Villiers, J.-F., Bosser, J. & Moat, J. (2002). The Leguminosae of Madagascar: 1-737. Royal Botanic Gardens, Kew.","https://www.dropbox.com/scl/fi/7mex6eu31wfg3j3my249g/duPuy_etal-2002-Albizia.pdf?rlkey=6gog1zx83cotv2oef09ig44n0&dl=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albizia_zygia","Low",NA,NA,NA,NA,"tree","≤25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(1-)2-4(-4)",NA,NA,NA,"2-5(-6)","29-72","16-43","obliquely rhombic, obovate","not auricled","obtuse, rarely subacute",NA,NA,"0.25-0.5(-0.75)",NA,NA,NA,NA,NA,NA,"2-4",NA,NA,NA,"6-9(-10)",NA,NA,NA,"white, pink",NA,"10-18","red",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod","100-180","20-40",NA,"oblong, flat, somewhat transversely plicate",NA,NA,NA,NA,"7.5-10","6.5-8.5",NA,"flattened",NA,"https://www.worldfloraonline.org/taxon/wfo-0000173024","yes",NA,NA
"Anadenanthera_peregrina","High","Altschul, S., 1964. A taxonomic study of the genus Anadenanthera. Contributions from the Gray Herbarium of Harvard University, (193), pp.3-65.","https://www.dropbox.com/s/uemiflrxhh482s3/Altschul-1964-A_taxonomic_study_of_the_genus_Anadenanthera.pdf?dl=0","manual",NA,"tree","3-27","semi-deciduous",NA,NA,"no",NA,NA,NA,NA,"120-300",NA,"yes",NA,NA,"10-30","20-50",NA,NA,"25-80","2-8","0.5-1.5","linear, oblong, lanceolate, straight, falcate","oblique, truncate","acute, acuminate, apiculate","yes","15-40",NA,NA,NA,"10-18","globose-capitate",NA,"5","0.5-3",NA,NA,"5","2-3.5",NA,NA,NA,"off-white, flesh tone, pale rufous, sometimes dark at the tips in specimens","10","5-8","off-white, golden red",NA,NA,NA,"no",NA,NA,NA,NA,NA,"legume","50-350","10-30",NA,"straight, falcate, oblongish, elongate","attenuate, obtuse,","mucronate, acuminate, cuspidate",NA,"8-16",NA,"10-20",NA,"orbicular, suborbicular","dark chestnut brown, black","Same","yes","—","found"
"Archidendron_borneense","High","Nielsen, I.C. (1992). Mimosaceae (Leguminosae-Mimosoideae). Flora Malesiana - Series 1, Spermatophyta, 11(1), 1‚Äö√Ñ√¨226.","https://www.dropbox.com/s/2hsx9hy2vv0i7m8/Nielsen-1992-Flora%20Malesiana%20Leguminosae%20Mimosoideae.pdf?dl=13","manual",NA,"tree, shrub","≤ 12",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,"(30) 60-105 (120)","yes","1-2","20-130",NA,NA,"(1) 2-5","50-180","25-100","equal sided, very unequal sided, usually obliquely ovate, obovate, broadly elliptic, subtrapezoid (-lanceolate)","broadly cuneate, rounded","acuminate (-caudate)","yes",NA,"≤ 4",NA,NA,NA,"pedunculate umbels","pedunculate umbels aggregated in panicles","5","1-2","≤ 0.2",NA,"5","5-7","2-3",NA,NA,"cream",NA,"≤ 20","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pod",NA,"± 35",NA,"curved into a circle before dehiscence, densely spirally contorted after dehiscence, slightly sinuate between seed,",NA,NA,"reddish to orange",NA,"± 9","± 7","± 4","ellipsoid, compressed","black","same","yes",NA,NA
