taxon,taxon_coded,filename,created_at,phylogeny,habit,root_system,height_min,height_low,height_high,height_max,height_unit,extrafloral_nectaries_presence,extrafloral_nectaries_location,extrafloral_nectary_length_min,extrafloral_nectary_length_low,extrafloral_nectary_length_high,extrafloral_nectary_length_max,extrafloral_nectary_length_unit,extrafloral_nectary_width_min,extrafloral_nectary_width_low,extrafloral_nectary_width_high,extrafloral_nectary_width_max,extrafloral_nectary_width_unit,extrafloral_nectary_shape,inflorescence_type,inflorescence_shape,inflorescence_length_min,inflorescence_length_low,inflorescence_length_high,inflorescence_length_max,inflorescence_length_unit,inflorescence_width_min,inflorescence_width_low,inflorescence_width_high,inflorescence_width_max,inflorescence_width_unit,inflorescence_organization,inflorescence_peduncle_length_min,inflorescence_peduncle_length_low,inflorescence_peduncle_length_high,inflorescence_peduncle_length_max,inflorescence_peduncle_length_unit,inflorescence_peduncle_width_min,inflorescence_peduncle_width_low,inflorescence_peduncle_width_high,inflorescence_peduncle_width_max,inflorescence_peduncle_width_unit,flower_merosity,pedicel_length_min,pedicel_length_low,pedicel_length_high,pedicel_length_max,pedicel_length_unit,pedicel_width_min,pedicel_width_low,pedicel_width_high,pedicel_width_max,pedicel_width_unit,calyx_shape,calyx_length_min,calyx_length_low,calyx_length_high,calyx_length_max,calyx_length_unit,calyx_lobe_length_min,calyx_lobe_length_low,calyx_lobe_length_high,calyx_lobe_length_max,calyx_lobe_length_unit,corolla_shape,corolla_length_min,corolla_length_low,corolla_length_high,corolla_length_max,corolla_length_unit,corolla_lobe_length_low,corolla_lobe_length_high,corolla_lobe_length_max,corolla_lobe_length_unit,corolla_lobe_width_min,corolla_lobe_width_low,corolla_lobe_width_high,corolla_lobe_width_max,corolla_lobe_width_unit,stamen_count,filament_length_min,filament_length_low,filament_length_high,filament_length_max,filament_length_unit,filament_color,style_length_min,style_length_low,style_length_high,style_length_max,style_length_unit
Mimosa flabellifolia,Mimosa_flabellifolia,Barneby_1991_Sensitivae_Censitae_treatment_0211.txt,7/9/2025 14:59,1,herbs,xylopodium,,2,3.5,5,dm,,,,,,,,,,,,,,capitula,,,,,,,,,,,,terminal pseudoraceme,,8,8,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa adenocarpa,Mimosa_adenocarpa,Barneby_1991_Sensitivae_Censitae_treatment_0212.txt,7/9/2025 15:00,1,shrubs and subshrubs,,,2,3,,m,,,,,,,,,,,,,,capitula,moriform,4,,7.5,,mm,,4,7.5,,mm,pseudoraceme,1,1,3,,cm,,,,,,4-merous,,,,,,,,,,,campanulate,0.2,0.2,0.5,0.5,mm,,,,,,vase-shaped,,2.4,3,,mm,0.7,0.9,,mm,,,,,,8,,5,6,,mm,pink,,,,,
Mimosa orthocarpa,Mimosa_orthocarpa,Barneby_1991_Sensitivae_Censitae_treatment_0213.txt,7/9/2025 15:01,1,,,,,,,,,,,,,,,,,,,,,capitula,moriform,,,7.5,,mm,,4,7.5,,mm,pseudoraceme,,1,3,,cm,,,,,,4-merous,,,,,,,,,,,campanulate,0.2,0.2,0.5,0.5,mm,,,,,,vase-shaped,,2.4,3,,mm,0.7,0.9,,mm,,,,,,8,,5,6,,mm,pink,,,,,
Mimosa corynadenia,Mimosa_corynadenia,Barneby_1991_Sensitivae_Censitae_treatment_0214.txt,7/9/2025 15:02,1,shrub or subshrub,,,,,,,,,,,,,,,,,,,,capitula,globose or plumply ellipsoid,,,,,,,5,5,,mm,pseudoracemose,1.5,2,5.5,,cm,,,,,,4-5-merous,,,,,,,,,,,,,0.2,0.3,,mm,,,,,,turbinate,,2.5,2.8,,mm,0.7,1.1,,mm,,0.8,0.8,,mm,10-Aug,,5.5,6,,mm,"""white"" in Brazil, ""pink"" in Venezuela",,,,,
Mimosa inamoena,Mimosa_inamoena,Barneby_1991_Sensitivae_Censitae_treatment_0215.txt,7/9/2025 15:04,0,shrubs,,,,1,,m,,,,,,,,,,,,,,capitula,globose,,3,3.5,,mm,,3,3.5,,mm,paniculate,6,6,11,11,mm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.2,0.2,,mm,,,,,,turbinate,,1.8,1.8,,mm,0.8,0.8,,mm,,0.6,0.6,,mm,8,,,2.5,,mm,pink,,,,,
Mimosa hypnodes,Mimosa_hypnodes,Barneby_1991_Sensitivae_Censitae_treatment_0216.txt,7/9/2025 15:05,0,shrubs or subshrubs,,,6,15,,dm,,,,,,,,,,,,,,capitula,,,,,,,4,,4,,mm,pseudoracemose,,,,,,,,,,,4-merous,,,,,,,,,,,,,0.35,0.4,,mm,,,,,,turbinate-campanulate,,2.6,3,,mm,1,1,,mm,,,,,,8,,,,,,,,,,,
Mimosa tobatiensis,Mimosa_tobatiensis,Barneby_1991_Sensitivae_Censitae_treatment_0217.txt,7/9/2025 15:06,0,shrubs,,,,1,,m,,,,,,,,,,,,,,capitula,ellipsoid,8,8,10,10,mm,4.5,4.5,4.5,4.5,mm,pseudoracemose,1.5,1.5,3.5,3.5,cm,,,,,,4-merous,,1.5,3.5,,cm,,,,,,campanulate,0.45,0.45,0.6,0.6,mm,,,,,,turbinate,,2.3,2.9,,mm,1,1.3,,mm,,0.8,0.9,,mm,8,,4.5,4.5,,mm,pink,,,,,
Mimosa aureliana,Mimosa_aureliana,Barneby_1991_Sensitivae_Censitae_treatment_0218.txt,7/9/2025 15:08,0,shrubs,,,2,,,m,present,narrow ventral groove bridged between each pinna-pair,0.4,,0.9,,mm,,,,,,ascending stramineous spicule,capitula,globose,,,,,,,4,4,,mm,pseudoracemose,6,6,14,14,mm,,,,,,4-merous,,6,14,,mm,,,,,,campanulate,,0.3,0.3,,mm,,,,,,,,,,,,1,1,,mm,,0.7,0.7,,mm,8,,,3,,mm,lilac-pink,,,,,
Mimosa uliginosa,Mimosa_uliginosa,Barneby_1991_Sensitivae_Censitae_treatment_0219.txt,7/9/2025 15:09,1,shrubs and treelets,,1,2,3,,m,,,,,,,,,,,,,,capitula,ellipsoid,6,6,10,10,mm,4,4,5,5.5,mm,pseudoraceme,,13,30,34,mm,,,,,,4-merous,,,,,,,,,,,turbinate-campanulate,0.4,0.4,0.6,0.6,mm,,,,,,,,2,2.7,2.8,mm,0.9,1.2,,mm,,0.65,0.9,,mm,8,,5.5,7.5,,mm,pink,,,,,
Mimosa glanduliseta,Mimosa_glanduliseta,Barneby_1991_Sensitivae_Censitae_treatment_0220.txt,7/9/2025 15:10,0,shrubs or subshrubs,,,,5,,dm,present,leaf-stalk,,,,,,,,,,,,capitula,ellipsoid,8,8,11,11,mm,5.5,5.5,6,6,mm,,2.5,2.5,3.5,3.5,cm,,,,,,4-merous,2.5,3,3.5,,cm,,,,,,shallowly campanulate,,0.3,0.4,,mm,,,,,,funnelform,,1.9,2.4,,mm,0.8,1,,mm,,0.6,0.6,,mm,8,,6.5,8.5,,mm,pink,,,,,
Mimosa paraguariae,Mimosa_paraguariae,Barneby_1991_Sensitivae_Censitae_treatment_0221.txt,7/9/2025 15:11,0,"subshrubs, small shrubs",slenderly fusiform woody root or xylopodium,3,4,12,,dm,,,,,,,,,,,,,,capitula,globose,,6.5,10.5,12,mm,,,,,,,1.2,1.5,9,,cm,,,,,,4-merous,1.2,1.5,9,,cm,,,,,,campanulate,0.25,0.25,0.65,0.65,mm,,,,,,narrowly funnelform,,2.8,4.7,,mm,0.8,1.3,,mm,,0.6,1,,mm,8,,,,,mm,pink,,,,,
Mimosa paraguariae var. paraguariae,Mimosa_paraguariae_paraguariae,Barneby_1991_Sensitivae_Censitae_treatment_0222.txt,7/9/2025 15:12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa paraguariae var. chacoénsis,Mimosa_paraguariae_chacoénsis,Barneby_1991_Sensitivae_Censitae_treatment_0223.txt,7/9/2025 15:14,0,,,,,,,,,,1.24,1.5,4,,mm,,,,,,,,,,,,,,,,,,,,1.24,1.5,4,,mm,,,,,,,1.24,1.5,4,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,1.5,4,,mm,,,,,,
Mimosa paraguariae var. multiglandulosa,Mimosa_paraguariae_multiglandulosa,Barneby_1991_Sensitivae_Censitae_treatment_0224.txt,7/9/2025 15:15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa paraguariae var. tomentosa,Mimosa_paraguariae_tomentosa,Barneby_1991_Sensitivae_Censitae_treatment_0225.txt,7/9/2025 15:16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa cordobensis,Mimosa_cordobensis,Barneby_1991_Sensitivae_Censitae_treatment_0226.txt,7/9/2025 15:17,0,Ascending or trailing shrublets,,,,7,,dm,,,,,,,,,,,,,,capitula,globose,,6,7,,mm,,6,7,,mm,,,3,4,,cm,,,,,,4-merous,,3,4,,cm,,,,,,turbinate,,0.5,0.5,,mm,,,,,,,,2.5,3,,mm,,,,,,,,,,8,,5,5,,mm,pink,,,,,
Mimosa iperoensis,Mimosa_iperoensis,Barneby_1991_Sensitivae_Censitae_treatment_0227.txt,7/9/2025 15:18,0,shrubs or subshrubs,woody taproot or xylopodium,,4,8,,dm,,,,,,,,,,,,,,capitula,globose,,4.5,6,,mm,,,,,,axillary,1.5,,3.5,,cm,,,,,,4-merous,1.5,,3.5,,cm,,,,,,campanulate,,,,,,,,,,,narrowly funnelform,2,,3.2,,mm,,1.2,,mm,0.6,,0.75,,mm,,,4,5,,mm,pink,,,,,
Mimosa iperoensis var. paradenia,Mimosa_iperoensis_paradenia,Barneby_1991_Sensitivae_Censitae_treatment_0228.txt,7/9/2025 15:20,0,,,200,300,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa iperoensis var. iperoénsis,Mimosa_iperoensis_iperoénsis,Barneby_1991_Sensitivae_Censitae_treatment_0229.txt,7/9/2025 15:21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa kermesina,Mimosa_kermesina,Barneby_1991_Sensitivae_Censitae_treatment_0230.txt,7/9/2025 15:22,0,shrubs,,,,1,,m,,,,,,,,,,,,,,capitula,globose,,,,,,,5,5,,mm,,,11,16,,mm,,,,,,,,11,16,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa cruenta,Mimosa_cruenta,Barneby_1991_Sensitivae_Censitae_treatment_0231.txt,7/9/2025 15:23,1,subshrubs,heavy woody rootstock,,5,15,,dm,,,,,,,,,,,,,,capitula,globose,,,,,,6,6,7,7,mm,,,14,38,,mm,,,,,,(3-)4(-5)-merous,,,,,,,,,,,campanulate,0.7,0.7,1.2,1.2,mm,0.25,0.25,0.4,0.4,mm,turbinate,,2.7,3.3,,mm,0.75,1,,mm,,0.7,1,,mm,8,,4,5.5,,mm,bright pink,,,,,
Mimosa pseudotrachycarpa,Mimosa_pseudotrachycarpa,Barneby_1991_Sensitivae_Censitae_treatment_0232.txt,7/9/2025 15:24,0,shrubs,,,9,12,,dm,,,,,,,,,,,,,,capitula,globose or plumply ellipsoid,,7,,,mm,5,6,,,mm,forming an effuse leafy thyrse or panicle,,5,30,,mm,,,,,,4-merous,,,,,mm,,,,,,campanulate,0.6,0.6,0.8,0.8,mm,0.1,0.1,0.25,0.25,mm,narrowly turbinate,,2.1,3,,mm,0.7,1,,mm,,0.8,,,mm,8,,4,5.5,,mm,lilac-pink,,,,,
Mimosa sanguinolenta,Mimosa_sanguinolenta,Barneby_1991_Sensitivae_Censitae_treatment_0233.txt,7/9/2025 15:25,1,shrubs and subshrubs,xylopodium,4,5,14,,dm,,,,,,,,,,,,,,capitula,subglobose,,6,8,,mm,,6,8,,mm,,,14,29,,mm,,,,,,4(-5)-merous,,,,,mm,,,,,,campanulate,,,0.5,0.9,mm,,0.1,0.2,,mm,turbinate,,2.5,3.4,,mm,1.1,1.5,,mm,,0.7,1,,mm,8,,,,,mm,pink,,,,,
Mimosa hatschbachii,Mimosa_hatschbachii,Barneby_1991_Sensitivae_Censitae_treatment_0234.txt,7/9/2025 15:27,1,shrublets,,,3,5,,dm,,,,,,,,,,,,,,capitula,plumply ellipsoid or globose,,4.5,5,,mm,,4.5,5,,mm,,1.5,,5.5,,cm,,,,,,4-merous,,,,,,,,,,,campanulate,0.3,0.3,0.5,0.5,mm,,,,,,turbinate,2.2,2.2,2.6,2.6,mm,0.65,1,1,mm,0.5,0.5,0.7,0.7,mm,8,0.3,0.4,1.5,,mm,pink,,,,,
Mimosa uraguensis,Mimosa_uraguensis,Barneby_1991_Sensitivae_Censitae_treatment_0235.txt,7/9/2025 15:28,1,shrubs,,,,3,,m,,,,,,,,,,,,,,capitula,globose,,1.5,3.5,4,cm,4.5,4.5,6,6,mm,,,1.5,3.5,4,cm,,,,,,4-merous,,,,,,,,,,,campanulate,0.55,0.55,0.95,0.95,mm,,,,,,narrowly vase-shaped,,2.8,3.3,,mm,0.7,0.9,,mm,,,,,,8,4.5,4.5,6,6,mm,vivid pink,,,,,
Mimosa bracteolaris,Mimosa_bracteolaris,Barneby_1991_Sensitivae_Censitae_treatment_0236.txt,7/9/2025 15:29,0,herbaceous,woody root,,,35,,cm,,,,,,,,,,,,,,capitula,globose,,6,7,,mm,,6,7,,mm,pseudoraceme,15,15,25,25,mm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.5,0.5,,mm,,,,,,turbinate,,2.7,2.7,,mm,0.6,0.9,,mm,,,,,,8,,4,4,,mm,pink,,,,,
Mimosa implexa,Mimosa_implexa,Barneby_1991_Sensitivae_Censitae_treatment_0237.txt,7/9/2025 15:30,0,shrublet,,,,,,,,,,,,,,,,,,,,capitula,globose,,6,6,,mm,,,,,,,2,,3.5,,cm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.6,0.6,,mm,,,,0.2,mm,vase-shaped,,3,3,,mm,1,1,,mm,,0.8,0.8,,mm,8,,4,4.5,,mm,,,,,,
Mimosa bifurca,Mimosa_bifurca,Barneby_1991_Sensitivae_Censitae_treatment_0238.txt,7/9/2025 15:31,1,shrubs,,1,,4,,m,,,,,,,,,,,,,,capitula,globose,,4,7,,mm,,,,,,fasciculate,3,3,16,16,mm,,,,,,4-merous,,,,,,,,,,,campanulate,,0.5,1.1,,mm,,,,,,vase-shaped,1.6,1.9,2.6,,mm,0.5,1,,mm,0.5,,0.8,,mm,8,3,,7,,mm,pink,,,,,
Mimosa bifurca var. bifurca,Mimosa_bifurca_bifurca,Barneby_1991_Sensitivae_Censitae_treatment_0239.txt,7/9/2025 15:32,0,thickets,,,,,,,,,,,,,,,,,,,,capitula,,,4,5,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa bifurca var. reducta,Mimosa_bifurca_reducta,Barneby_1991_Sensitivae_Censitae_treatment_0240.txt,7/9/2025 15:33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa bifurca var. hassleriana,Mimosa_bifurca_hassleriana,Barneby_1991_Sensitivae_Censitae_treatment_0241.txt,7/9/2025 15:34,0,,,,,,,,,,,,,,,,,,,,,capitula,,,5.5,7,,mm,,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa bifurca var. desmanthoides,Mimosa_bifurca_desmanthoides,Barneby_1991_Sensitivae_Censitae_treatment_0242.txt,7/9/2025 15:35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa lepidota,Mimosa_lepidota,Barneby_1991_Sensitivae_Censitae_treatment_0243.txt,7/9/2025 15:37,1,shrubs,,,2,2.5,,m,,,,,,,,,,,,,,capitula,globose,,5,5.5,,mm,5,5,5.5,,mm,,1.5,1.5,3,3,cm,,,,,,4-merous,,,,,,,,,,,campanulate,1.2,1.2,1.4,1.4,mm,,,0.1,,mm,vase-shaped,2.5,,6,,mm,0.7,1,,mm,,0.8,,,mm,8,3.5,,6,,mm,white,,,,,
Mimosa glycyrrhizoides,Mimosa_glycyrrhizoides,Barneby_1991_Sensitivae_Censitae_treatment_0244.txt,7/9/2025 15:38,0,shrubs,,,10,15,,dm,,,,,,,,,,,,,,capitula,globose,,,,,,4.5,,,,mm,,6,6,13,13,mm,,,,,,,,,,,,,,,,,campanulate,,0.7,0.8,,mm,,,,,,narrowly campanulate,,2,2.2,,mm,0.5,0.7,,mm,,0.5,0.6,,mm,,,2,2.5,,mm,pink,,,,,
Mimosa intricata,Mimosa_intricata,Barneby_1991_Sensitivae_Censitae_treatment_0245.txt,7/9/2025 15:39,1,subshrubs,,,,4,,dm,,,,,,,,,,,,,impressed glands,capitula,globose,,4,4.5,,mm,,4,4.5,,mm,paniculate,11,11,17,17,mm,,,,,,4-merous,,,,,,,,,,,campanulate subtruncate,,0.6,0.6,,mm,,,,,,turbinate,,2.2,2.2,,mm,0.8,0.8,,mm,,0.6,0.6,,mm,8,,,2,,mm,,,,,,
Mimosa strobiliflora,Mimosa_strobiliflora,Barneby_1991_Sensitivae_Censitae_treatment_0246.txt,7/9/2025 15:40,1,shrubs,,,,,,,,,,,,,,,,,,,,capitula,subglobose,,8,9.5,,mm,,,,,,paniculately,,2.5,4.2,,cm,,,,,,4-merous,,,,,,,,,,,campanulate,0.5,0.5,0.6,0.6,mm,,,,,,funnelform,,3.5,4,,mm,1,,,mm,,0.75,,,mm,8,,4.5,4.5,,mm,pink,,,,,
Mimosa barnebiana,Mimosa_barnebiana,Barneby_1991_Sensitivae_Censitae_treatment_0247.txt,7/9/2025 15:41,0,Shrubs,,,2,3,,m,,,,,,,,,,,,,,subracemose,,,,,,,,,,,,,5,5,8,8,cm,,,,,,4-merous,,,0.3,,mm,,,,,,campanulate,,0.5,0.5,,mm,,,,,,turbinate,,2.2,2.2,,mm,,,,,,,,,,8,,,,,,,,,,,
Mimosa auriculata,Mimosa_auriculata,Barneby_1991_Sensitivae_Censitae_treatment_0248.txt,7/9/2025 15:42,1,shrubs,,1,,1.5,,m,,,,,,,,,,,,,,capitula,subglobose,,,2,,dm,7,7,8,8,mm,pseudoracemes,2.5,,4.5,,cm,,,,,,4-merous,,,,,,,,,,,campanulate subtruncate,,0.6,0.7,,mm,,,,,,narrowly turbinate,,3.3,3.3,,mm,1.5,1.6,,mm,,1,1,,mm,8,,6,6,,mm,,,,,,
Mimosa caesalpiniifolia,Mimosa_caesalpiniifolia,Barneby_1991_Sensitivae_Censitae_treatment_0249.txt,7/9/2025 15:43,1,trees or potentially sarmentose shrubs,,,3,7,,m,,,,,,,,,,,,,,amentiform fl-spikes,,,,,,mm,4,4,5,5,mm,pseudoracemes,3,3,7,9,cm,,,,,,3-merous,,,,,,,,,,,,0.4,0.4,0.7,0.7,mm,0.1,0.1,0.2,0.2,mm,turbinate,,1.7,2.2,,mm,1,1.3,,mm,,0.6,1,,mm,6,4,4.5,7,,mm,white,,,,,
Mimosa laticifera,Mimosa_laticifera,Barneby_1991_Sensitivae_Censitae_treatment_0250.txt,7/9/2025 15:45,1,trees and bushy treelets,,,3,7,,m,,,,,,,,,,,,,,capitula,globose,,1,3,,dm,,4.5,5.5,,mm,paniculate,,5,13,15,mm,,,,,,3-merous,5,,13,15,mm,,,,,,campanulate,,0.6,0.9,,mm,,,,,,,,2.1,2.8,,mm,1.2,1.5,,mm,,0.8,1.1,,mm,6,,4,5,,mm,white,,,,,
Mimosa ceratonia,Mimosa_ceratonia,Barneby_1991_Sensitivae_Censitae_treatment_0251.txt,7/9/2025 15:46,1,shrubs,,,,6,,m,,,,,,,,,,,,,,capitula,globose,,4,4.5,6,mm,4,4.5,6,,mm,pseudoracemes,7,7,16,25,mm,,,,,,3-merous,,,,,,,,,,,campanulate,,0.55,0.9,,mm,,0.1,0.15,,mm,vase-shaped,,1.9,2.7,,mm,0.8,1.2,,mm,,,,,,6,5.5,5.5,7.3,7.3,mm,white or cream-colored,,,,,
Mimosa ceratonia var. pseudoobovata,Mimosa_ceratonia_pseudoobovata,Barneby_1991_Sensitivae_Censitae_treatment_0252.txt,7/9/2025 15:47,0,"climbing through and over bushes and trees, less often free-standing but then diffusely procumbent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-merous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa ceratonia var. interior,Mimosa_ceratonia_interior,Barneby_1991_Sensitivae_Censitae_treatment_0253.txt,7/9/2025 15:48,2,,,,,,,,,,,,,,,,,,,,,capitula,,,,,,,,,,,,axillary,,,,,,,,,,,3-merous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa ceratonia var. ceratonia,Mimosa_ceratonia_ceratonia,Barneby_1991_Sensitivae_Censitae_treatment_0254.txt,7/9/2025 15:49,2,climbing into trees and hedges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-merous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa medioxima,Mimosa_medioxima,Barneby_1991_Sensitivae_Censitae_treatment_0255.txt,7/9/2025 15:50,0,shrubs,,,,5,,m,,,,,,,,,,,,,,capitulate,,,,,,,,,,,,paniculate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa carvalhoi,Mimosa_carvalhoi,Barneby_1991_Sensitivae_Censitae_treatment_0256.txt,7/9/2025 15:51,0,subarborescent shrubs,,,,2.5,,m,,,,,,,,,,,,,,capitula,,,4.5,5,,mm,,,,,,pyramidally branched,,5,10,,mm,,,,,,3-merous,,,,,,,,,,,campanulate,,0.7,0.7,,mm,,,,,,vase-shaped,,2,2.3,,mm,1.4,,,mm,,1,,,mm,6,,4,4.5,,mm,ochroleucous pink,,,,,
Mimosa brachystachya,Mimosa_brachystachya,Barneby_1991_Sensitivae_Censitae_treatment_0257.txt,7/9/2025 15:52,0,Sarmentose shrubs,,,,,,,,,,,,,,,,,,,,capitula,ellipsoid,,,,,,,,,,,paniculate,12,12,20,20,mm,,,,,,3-merous,,,,,,,,,,,campanulate subtruncate,0.3,,0.6,,mm,,,,,,narrowly turbinate,1.8,1.8,2.7,2.7,mm,1,1.2,1.2,mm,0.8,0.8,1,1,mm,6,,,5,,mm,pink,,,,,
Mimosa guaranitica,Mimosa_guaranitica,Barneby_1991_Sensitivae_Censitae_treatment_0258.txt,7/9/2025 15:53,1,subshrubs,woody root-stock,,,,,,,,,,,,,,,,,,,capitula,globose,,5,5.5,,mm,,5,5.5,,mm,,3,3,5.5,5.5,cm,,,,,,3-merous,0,,0.2,,mm,,,,,,campanulate,,,,,,,,,,,narrowly vase-shaped,2.4,2.4,2.7,2.7,mm,1,1.2,1.2,mm,0.9,0.9,1.1,1.1,mm,6,4.5,,6,,mm,pink,,,,,
Mimosa misera,Mimosa_misera,Barneby_1991_Sensitivae_Censitae_treatment_0259.txt,7/9/2025 15:55,1,shrublets,knotty root-crown,,,,,,,,,,,,,,,,,,,capitula,globose or plumply ovoid-ellipsoid,,5,6.5,,mm,,,,,,,,1.5,6,7,cm,,,,,,3-merous,0,,0.25,,mm,,,,,,,,0.2,0.4,,mm,,,,,,,,2.1,3.4,,mm,0.9,1.2,,mm,,0.8,1.2,,mm,6,,6,9,,mm,,,,,,
Mimosa misera var. misera,Mimosa_misera_misera,Barneby_1991_Sensitivae_Censitae_treatment_0260.txt,7/9/2025 15:56,0,subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa misera var. subinermis,Mimosa_misera_subinermis,Barneby_1991_Sensitivae_Censitae_treatment_0261.txt,7/9/2025 15:57,0,subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa leptantha,Mimosa_leptantha,Barneby_1991_Sensitivae_Censitae_treatment_0262.txt,7/9/2025 15:58,1,subshrub,,,3.5,,,dm,,,,,,,,,,,,,,capitula,globose,,4,5,,mm,,,,,,,2.5,2.5,3.5,3.5,cm,,,,,,3-merous,,0.5,0.7,,mm,,,,,,campanulate,,0.25,0.25,,mm,,,,,,turbinate,,3,3,,mm,1,1,,mm,,0.6,0.6,,mm,6,,4.5,4.5,,mm,pink,,,,,
Mimosa ulbrichiana,Mimosa_ulbrichiana,Barneby_1991_Sensitivae_Censitae_treatment_0263.txt,7/9/2025 15:59,1,shrublets,,,5,10,,dm,,,,,,,,,,,,,,capitula,globose,,,,,,,8,,,mm,,4.5,4.5,7,7,cm,,,,,,3-merous,,,,,,,,,,,campanulate subtruncate,,0.5,0.5,,mm,,,,,,subtubular,4,4,4.5,4.5,mm,1.1,1.2,1.2,mm,,,,,,6,,8,10,,mm,bright pink,,,,,
Mimosa minarum,Mimosa_minarum,Barneby_1991_Sensitivae_Censitae_treatment_0264.txt,7/9/2025 16:00,1,subshrubs,woody rootstock,,3,7,,dm,,,,,,,,,,,,,,capitula,globose,,,,,,,4,5,,mm,,2,2.5,4,,cm,,,,,,3-merous,,,,,,,,,,,,,0.4,0.5,,mm,,,,,,turbinate,,2,2.7,,mm,0.8,1,,mm,,0.75,1,,mm,6,,5,6.5,,mm,pink,,,,,
Mimosa morroensis,Mimosa_morroensis,Barneby_1991_Sensitivae_Censitae_treatment_0265.txt,7/9/2025 16:01,1,subshrubs,knotty rootstock,,3,10,,dm,,,,,,,,,,,,,,capitula,globose,,6,6.5,,mm,,6,6.5,,mm,,3,3,4.5,4.5,cm,,,,,,3-merous,,,,,,,,,,,campanulate,,0.2,0.2,,mm,,,,,,turbinate,2.8,2.8,3,3,mm,1.4,1.4,,mm,1,1,1,1,mm,6,,4,6,,mm,pinkish-lavender,,,,,
Mimosa brevipinna,Mimosa_brevipinna,Barneby_1991_Sensitivae_Censitae_treatment_0266.txt,7/9/2025 16:02,0,Subshrubs,woody rootstock,,,,,,,,,,,,,,,,,,,capitula,globose,,6,7,,mm,,,,,,,3,3,4.5,4.5,cm,,,,,,3(-4)-merous,,,,,,,,,,,campanulate,,0.4,0.4,,mm,,,,,,turbinate,,2.8,3.2,,mm,1.1,1.3,,mm,,1,1.2,,mm,6,,5,6,,mm,pink,,,,,
